text,label
"I'm currently undergoing the TMS treatment and it's gonna be $1,100 which just adds more stress than anything. I hate the fact that the only way to get anywhere in life with mental illnesses is to spend money.",High
"I just really wish people took these types of things so much more seriously, because if they did maybe I would’ve told my parents by now and maybe they would’ve helped me, on Friday I went to a con and was dressed up in cosplay and after the con we went to my brothers pool party cause my dad was really drunk and wasn’t paying attention to my siblings there. I was very self conscious at the time and ended up having an panick attack and started crying and my parents said that we could go and I felt guilty because they don’t have very many friends and they finally found their right kinda crowd, that made me cry even more, and when I got into the car I felt like I could breathe again since I wasn’t in some strangers house balling my eyes out",High
"@wtf-j7s  I've been figuring out that my health going downhill is intimately tied to my mental health. Had a breakdown last Thursday and the terrible intestinal inflammation, sinus inflammation, racing heart, exhaustion and tunnel vision lasted until Tuesday morning. I'm doing an elimination diet so I know that I wasn't eating inflammatory foods, there was no other good explanation for it all besides my anxiety.",High
"Thank you, this gives me hope! I believe this year will be better than last year <33",Low
"since 5 months ago I have high anxiety and it´s too hard study and do homework, I can´t concentrate myself, but this helped me so much, thanks! sry for the english haha I am spanish",Low
"Thank you for this. I was starting to feel crippling burnout earlier in the year a mix of a long commute and a toxic and isolated office environment to the point where I would consistently oversleep, and feel like I had to physically drag myself to work each day. I was trying to figure out how to address it with my employer by advocating for a partial remote schedule when the pandemic hit. Once allowed to work from home fulltime due to the shelterinplace mandates, my overall mood and attitude to my work improved significantly. Now forced to return to the office, my anxiety levels are suddenly back up, and I'm having mood swings, episodes of sleepless and diarrhea, plus brain fog on the days I have to go in. It's becoming pretty clear that a minor adjustment in my schedule isn't going to fix this, and I need to find a longterm solution in the form another job.",Medium
Thank you I really needed that,Low
I had this recommended to me out of blue and it was just what I needed while I studied and worked on some tough assignments. This helped me stay focused and motivated while reminding me to take breaks (which I often forget to do and I end up burning myself out). Thank you for your efforts and hard work! <3,Low
Thank you for this. I really needed to hear this. I appreciate it.,Low
If you think every one cares you aren't really depressed,High
I hate anxiety so much. I wake up everyday with a heavy chest having a hard time breathing cause I know i gotta go to work. I have to force myself to go everyday. Been there 7 years. Idk what to do anymore. I don’t want meds.,High
"I am depressed because of my family they don't want girl(me) they
Want a boy And I want to live anymore",High
"Every day as a public school teacher is constant stress. It is overwhelming each day, and my health is a wreck.",Medium
"School was about learning when men ran them, now its feminized",Medium
Thanks a lot for this video,Low
"I wonder, if i wasn't so utterly depressed, would I be able to notice others, would I be able to help them instead. How do you become better when you don't even know you are stuck",High
"Am not a huge fan of the music but at least it isn't disruptive. I am a huge fan of the whole concept including the ongoing window recording with a calm workplace and person next to it, the little interactions and the pomodoro. It looks kind of simple but it's kind of genius to be honest :).",Low
"I feel the same. I'm not completely numb, I still feel happy sometimes, but my anxiety completely went away and my emotions in general are just dulled a lot. I can't even form relationships very well because the emotions just aren't there. Idk what to do tbh",High
This is the best study with me video I have come across. Loved it . Thank you so much ! Love from India,Low
"@sred5856  Yeah when I'm depressed I don't think about those moments with joy ; instead, they create a hard melancholy in me because I miss them so much.  I can't really claim that I have depression since my shapr is very changing. One day I am ok one day I am not. My sleep is always good luckily. 

Sadly I won't give you any serious advices since I think depression is mostly genetics (one day it will be understood and treated like diabetes is today, I am sure) but keeping a healthy diet, exercising and having intellectual activities (may be playing music, chess, reading etc) keeps me well. Keep having a lot of social contact if you can. At the least it helps me to feel better during the period where depression isn't kicking in.",High
"Wow! YouTube had just shown me that to help my overwhelmed state disappear Thank you, brother, I've suddenly understood how it works and how important actually to be active",Medium
"Hello, I got a very bad score on my science test around a 32 and it is for our classes, I performed really badly and im going to have my GSCES soon, im very stressed and my heart feels bad when i remember it, can anyone help me?",Medium
"Depression comes when a situation is so bad that it makes you want to die, but yet you still want to live. In other words, your mind wishes to be reborn in a family or place with no issues since you are surrounded by many different examples of how you wish to live.",High
"Hey, a fan from India, I genuinely love your videos and eagerly wait for them, listen I have watched u studying Hindi, and I wanna ask u as an like are u learning Hindi? I felt proud while watching u studying our native language ... thank you for making such awesome videos for us ...",Low
"God bless you sister you are amazing you are such a pure soul and every word you are saying is just going straight to my mind i used to had anxiety for like a life time and people didnt even notice because i am the most social person anyone could ever meet but even when i had anxiety i didnt stop talking or living at some point i knew i had to change because we only live once and i piut in my mind that everyone has his shame moment and people will not remember mine but i will just lose chances since then i have changed forever  .. Bless you sister all my love from Egypt 
Ps : i still stuffer from anxiety especially about future but i am telling my self everyday maybe i dont even exist in the future that i am worrying about",High
"@dimzly2864  Yes that is a panic attack. Back when i was in college I had to do a group presentation and had a panic attack in front of all my peers. I couldn't breathe, I had a lump in my throat, felt weak, tense muscles. It was embarrassing and also traumatizing. I ended up dropping out and it still haunts me to this day.",High
"Thanks for the video, helpfully it will help math exams D.",Medium
"Vantorea This is spot in. if im overwhelmed, and theres a big task with many parts that puts me in this overwhelmed paralysis state, doing SOMETHING is better than being trapped in that painful paralysis. and once you get the momentum going of doing a different task, it can lead to you doing the thing that was overwhelming at first. this is a different coping mechanism than say, an acute task that is timesensitivebeing mindful and doing nothing is better than procrastinating by doing fun stuff.",Medium
What is the name of the sound that the message emits? 0:17 I've heard it in movies and I'd like to know. Thanks!,Low
"I am trying to study English, but if I could be honest it's really hard, I have studied with this videos and It's interesting how I have improved my skills :D",Low
Im watching this a few minutes before the class I always stressed out about everyday. I have a feeling it isnt getting better,Medium
"Im not rlly sure if im depressed 
But i always feel tired, dying and hopeless in the morning but when i eat lunch i feel happy like i have emotions but i was guilty because i gained but in a few hours depression 
The morning and night its depressing but at afternoon i feel happy but still guilty 
I dont even know who am i",High
"I've never focused this well before. The music was he perfect balance between motivational and calm, not too depressing, but not too hyper. The timer was a perfect snapping sound to help my brain go, ""Oh, time to get back to it."" This video has helped me regain control of my homework life, thank you so much.",Low
"Thank you so much ! <3 I've tried so many others but I always come back to your channel so I always look forward to them>.< your videos are just always so nice and calming, and they help me concentrate and work better as well :)",Low
"I think a bit of the issue comes from folks in our profession wanting to be able to flex their brain to solve problems. Timelines and changing requirements are a pain.. but my experience is most want to create something great and once we're done, the follow up work isn't fulfilling. Then you're either burning out from monotony, or you're burning out from trying to find that next thing to be creative with again. It's a sine wave of creative freedom where the wavelength tends to slow and the dips are really demoralizing. If we all had our own stenographers and magically generated documentation that doesn't miss the actual context, the totality of the workload wouldn't be as awful.",Medium
"My dad said if I past this I get 8,400 robux but thats not what Im worried about its if I can make it to 5th grade",Medium
"In my first year of veterinary medicine, studying animal anatomy. Thank you for studying with me",Low
"This is helping soo much thank you, I just finished my session! And I'm so relieved that people are suppporting eachother in the comments",Low
Rude teachers are actually building my stress,Medium
"Health Tips for Students to Beat Exam Stress and Perform well Simple measures recommended by experts for children getting ready for exam season. Its that time of the year when both students and parents feel exam pressure. Students are under pressure to perform their best, but doing so requires a balanced approach to health, in addition to consistent studying. This balanced approach helps students boost their memory and remember what they have studied.",Medium
I left the tech industry three years ago. Every Software Development job I worked was awful. The people I worked under and worked with were disgusting. Now I work parttime at a grocery store. Low pay but also low stress. I won't ever go back.,Medium
thank you so much,Low
I have anxiety.....I make silly mistakes in exam....even though I have revised it few minutes before exam.........,Medium
gosh I hate my city :'( shibuya looks soo nice,Low
"i had a panic attack at work, then my manager made fun of me. worst thing ever. i was embarrassed to begin with",High
"Among hundreds of studywithme videos on youtube, yours are definitely my favourite !!! The view, the music, the vibe, the small sounds of pen touching the screen, also love the way u ""message"" us with your stories during the break just like a friend ^^ Im so grateful i was presented with the presence of your videos. Hope u a good day ^^ always looking forward for your new videos ^^",Low
what about your Sony a7 setup? you mention only fuji but you shoot reels with sony. Thanks for video btw,Low
"@vincentramirez8188  To put it plainly God doesn’t want you depressed one of the fruits of the spirit is called Joy (Happiness). Jesus wants to give you joy that never runs out. Don’t give up, ask Jesus for help and watch your situation flip. God wants to show you He is real if only you would let Him. You have nothing to lose but everything to gain.
Psalm 34:18 The LORD is near to those who have a broken heart, And saves such as have a contrite spirit.",High
Would love to see the journal in a sky blue/aqua blue/coastal blues similar to the cove logo colors but softer like summer/beachy vibes and neutral like the starlight colors that match the apple products you bless us with. Also I get what youre saying about lacking confidence to speak in your cultures language. I was always proud of my culture but lacked confidence and effort to want to learn and practice it growing up cause I was always made fun of for speaking it wrong so I too would respond in English and they say you always comprehend language before you can speak it. My in laws have helped me with my confidence in practicing the language and learning to speak it more now as a woman in my 30s than my family ever did growing up so I definitely appreciate them for encouraging me so I encourage you to keep going cause it doesnt hurt anyone but yourself. Do it for you.,Low
"Hi Soooooooo good 11:20 Nice Routine Good job Allah ,s bless you. .",Low
I would love to interview you on my podcast to discuss mental health and hear your story!!!,Medium
my biggest thing is when i hang w guys… the feeling of anxiousness and that sick feeling in my stomach as well as shaking is so uncontrollable it sucks…. i just wanna be happy but i feel like this will never go away :(,High
"Your content put me in a state of zen yet motivated me. Please ignore this suggestion if i am the only one who brings It up , but with how you edit the colors in your videos the text didn’t have much contact. So my eyes strained a bit. Nonetheless you are living my goal. Great video",Low
Im scared to throw up in the middle of the exam,Medium
I think she would help me a lot with my anxiety.,High
"I already had it 2 times, and it comes to me every end of the month. I have anxiety disorder and has uneasy/unhealty mentality. I can't escape this anymore, and I'm only 12. My family and I are praying that this covid and quarantine will end so I can be consulted to professionals such as a Psychologist cuz my mental health isn't stable anymore since then. Please pray for me, I didn't want to suffer and be locked inside my own thoughts at such a young age.",High
Thank you for what you are doing,Low
I started getting anxious at 0:05,High
"HI @Abao! Your study with me videos have helped me focus with my work. I don't study, but I work at home as a virtual worker so playing your videos everyday keeps me productive, reminds me to take a break, to stay hydrated, to stretch, plus makes me feel that I am working with you - that I am not alone working at dawn. lol. Thanks for these videos.. I will wait for your new upload. :)",Low
"really enjoy this, thanks a lot",Low
"This is so accurate. Whenever I try to talk with my parents about my depression (which isn’t diagnosed) they always say that it’s not depression. It’s just normal life struggles that everyone goes through. I don’t have depression, everyone feels sad sometimes. I don’t have anxiety, everyone gets anxious. I don’t have ADD, everyone gets distracted. But these things are NOT things that everyone experiences. Yes, everyone does get sad but depression is so different from that. People need to understand that just because everyone gets sad or anxious or distracted doesn’t mean that our mental illnesses aren’t real.",High
Thank you for keeping me stay focused,Low
"Grew up super religious with a depressed father and anxious mother. They cared very much about my feelings and living exemplary Christian lives that I think they suppressed themselves. I know I suppressed myself because I never wanted to upset them. They both passed away the same year from cancer. Being their caretaker was the strongest thing I ever did, and has haunted me every day since.",Medium
"I'm here coz I badly want to have a consistent workout while focusing on studies, and I want my morning to be a working time and take a rest on the evening instead of working on school works",Medium
Yep. Most videos about this are about stress induced or mentally induced panic attacks. Hormone shifts are huge culprits. I've had those as well.,High
"For the person finding this video through another channel that said that stress could kill you. Anxiety has NEVER killed anyone! It might feel like it, but nothing bad will happen! You wont be stressed forever",Medium
"Your note keeps refreshing me every time i read it , & belive me i read it aaaaaloooot, thanks for this fresh breath of air you gifted me in my journet",Low
"Turns out I've been having panic attacks quite often since I'm 10 and never knew, I thought I had problems with my throat or nose. I also have alexythimia because of autism so it's very hard for me to discern my own emotions. The other day I felt blood rush through a major vein in my stomach, which is normal, yet I started to panic because the sensation continued for more than a few minutes. I couldn't breathe, felt pressure on my chest/throat, felt nauseous and faint, etc. That's when I realized belatedly it was a panic attack. And then I realized how I've had those for over a decade very often without even knowing what they were. I've had three panic attacks in public, two of those where I ended up vomiting; so I always associated ""real"" panic attacks with being in public. I feel so stupid now, lol.",High
"I watch this everytime i need motivation, thank you",Low
I have often found that motivation is about having a motive why for action. An emotional reason is usually a great catalyst to beat procrastination.,Medium
"I just have to say I love your channel! I have been going through a major stressful time in my life right now and your words remind me what will help, thank you!",Medium
Thank you for making me love myself. Please don't stop making more Videos like this,Low
"Trouble is that this happens in so many fields - it's our workplaces problem not a personal one. I hoped but didn't expect that's what this video would be about. 

We're treated terribly at work and when we're exhausted & isolated, it's harder to fight back. But helping out our coworkers so we can have more collective capacity & strategizing (outside of work only!) we can get changes we need. My brother & his coworkers got a raise by going to talk to the boss about it with all his coworkers. No one could be singled out and retaliated against and the boss wasn't going to fire them all. It's more effective than the legal process.",High
Great breakdown of the truth.,High
"There are people who are depressed for many reasons,one being finance. He speaks for a demographic of people who can afford to travel outdoors and with means. A mother who’s profession is of a mental health specialist shows that he has personal recourses. Happy that he is privileged to have this support.",High
"FOR SOME REASON, i'M CRYING WHILE WATCHING THIS.",High
"Even after a decade since this video was uploaded, it is still relevant to today. I bombed my 1st exam so hard my grade dropped from a B to a D. This is Statics which is an engineering course btw. I remember I was ill prepared and studied the day before the exam. I walked in and my mind went blank and I started disassociating so badly I couldn't even write anything on that exam. This time around, I have reviewed all the material we have covered in lectures, I've practiced by doing the homework that are assigned, and I've been working on the review this whole week. Safe to say, this video helped a lot to ease some of my stressors and worries because my whole mind has been 'I have to pass this exam or I fail the class' mentality.",Medium
"I had 2 weeks off work... went back in yesterday and still feel exhausted, unmotivated and stuck",Medium
"R/Madam,
  I heard that there is no any treatment of anxiety or sever depression because I have seen many people still they are in the same condition.",High
I love using these videos to help me study this is probably my favorite out of all. I am working on a huge science paper and AP calculus,Low
"The solution for me is i avoid eating or drinking anything that has liquids , and go to the bathroom before exam time for smc times",Medium
"Not a med student but my 12 yr old son finally listened about not stressing from this video. Hes having headaches coz of stress. You approached the subject with enough reflectivity yet also light enough to make my son laugh at himself in good humor . Im ever grateful you included about bowel movement...his main worry...as if hes the only one who knows the feeling. As a mother i can live with his phase...but as a woman, i have no idea how to console him...his father goes home basically to sleep...hectic work sched... Thanks for adressing this matter.",Medium
"I’d like to think this can help. I have a nervous gutt. It’s the worst. Before I take a test or even something as trivial as having dinner with friends, it feels like I’m dying in the inside and I end up running to the bathroom. For anyone else that suffers with this, hopefully the idea of embracing anxiety will help us, just a little bit",High
For the last month or so I've been studying with your videos and I've finished most of my internship tasks already! Thank you so much! I like the ambiance which is probably what makes me want to continue studying.,Low
Hi I really love this ....But I find the music a little sad. . Thanks a lot though!!!,Low
"I suffer from anxiety and panic attacks. I mainly get the panic attacks at night. I will be dead asleep and wake up anxious, 
my heart racing, I get nauseous, and sweaty, and shake violently. I am sick of it. I tried 5 anxiety/depression meds and they made me worse or gave me tremors. I have been prescribed Xanax but try not to take it if I don't have to. I don't know what else to do. I don't even feel like I'm an anxious person.",High
why am I searching this one.. That's mean I can feeling depressed.,High
My anxiety was high waiting for that next camera click.,High
"This is surprisingly helpful, especially because whatever she is working on appears to be even more complicated than what I have in front of me.",Low
thanks needed it,Low
ha......thanks....,Low
"@wsycharis i have exam tommrow i work for it can you wish me luck pls,i will appreciate it",Low
"To me, Margaret's message is clear: we need to change the way we approach mental health. It's time to break the stigma and have open conversations about our struggles. The more candid we are with one another the more it encourages all of those feelings and opinions around it to shift into more positive territory.",High
This video helps me focus lessons very well. Thank you!,Low
"i have a presentation tomorrow and ive been really lazy on making the script, but this is helping me get thru it! Hope i do amazing",Low
"I really struggle to stay concentrated while studying, especially if it's a subject I don't really enjoy. I've tried multiple study with me's before but I keep coming back here. It's the only channel I stay focused with, wether it's the 2hrs, 3hrs or even 7hrs version. It's the perfect mix of rain sounds and background noises- not too overstimulating and distracting, just perfect to not feel alone while studying. Thank you so much for these videos! Much love from a struggling university student in Germany xx <33",Low
"4 years ago, you not reach 100K sub. You reach 1.26M sub now. So amazing bro.",Low
"I was suffering from major burnout depression when I finally left a 10year toxic job, with the last 6 years of it being an anxietyinducing nightmare of chronic stress including a nervous breakdown about 2 years before the end, and it took me 18 months of deep rest recuperation at home in neartotal social isolation to recover properly thank heavens for getting a generous severance payout to live on during that time. As challenging difficult as it was, I'm grateful for the personal growth development that it catalysed, reinforced by the assistance of an amazing therapist, and extremely happy with the person I've become who came out of that crucible stronger more selfassured...",Medium
Why did I think I was not going to get a cause of panic attacks from this Dr.,High
"one thing i still dont understand by the end here is, if you arent supposed to zerg down the big task, and you also arent supposed to procrastinate by doing smaller tasks, then what the hell are you meant to do when youre still at work? if theres 5 hours left in the day and youre in the office, what do?",Medium
thank you for the advice!,Low
it was anxiety that misses all my opportunities,High
"@angelinabenson6121  Do you feel tired? Depressed? Perhaps suicidal. If so you are not alone(Hundreds of Millions suffer worldwide) ; God is standing right next to you waiting for you to ask for help. Give Jesus a chance and watch your life flip for the better and you will be set free.

Matthew 11: . 28Come to Me, all you who labor and are heavy laden, and I will give you rest. 29Take My yoke upon you and learn from Me, for I am [f]gentle and lowly in heart, and you will find rest for your souls. 30For My yoke is easy and My burden is light.”",High
"I agree, don’t be afraid of anxiety…it’s just an emotion. However, be careful not to take the “thought” that goes along with it at face value, especially if you suffer from OCD or panic disorder. You can’t always believe the narrative the mind plays.",High
One of the best for a remote worker like me. thank you,Low
I always give advice to someone having a breakdown but they don't know I am suffering too,High
"been suffering from depression and anxiety ever since i turned 17, its been ten years now. recently sought treatment. doing great now.. dont hesitate to reach out for medical help, you deserve help!",High
"i really needed that, thank you.",Low
Can anyone share best app for anxiety?,High
I appreciate this. I would like to learn more but apply these skills as someone who deals with chronic pain. As someone with joint replacements in my neck and back I struggle constantly with issues of chronic pain so hypervigilance like this is common for me. The technique described here seems like it would exacerbate some of my issues if like for instance I am in pain during a flare up like right now.,Medium
"My journey towards mental health recovery has been profoundly shaped by psilocybin mushrooms, DMT and LSD. After being diagnosed with severe depression and other challenges, a friend introduced me to the Golden Teacher mushrooms for the spiritual and mental renewal. For the past four years, I've experienced remarkable improvements in my well-being.",High
"55:12 I went to make me coffee and was surprised that we don't have coffeeThank you very much, I wish you happinessI'm from Iraq",Low
"For me my main anti stress method is just thinking of my school periods 18, and the work I need for each. It gives me a sense of organization and sometimes the work is less than I think it is.",Medium
"Omggg Lena, I resonated with your chit chat bout your heritage so much. I literally grew up feeling the same exact way. Having an African Father & an American mother is like having a foot in each world. I know what you mean about wanting to connect with your Korean culture more deeply. Growing up I always felt like I was too American for my African relatives & cousins, and relatability was hard because of the language barrier. And there weren’t any other African kids in my schools, so there was a lot of disconnect. But I can definitely say it’s taught me to be immensely proud of where my family comes from and I’m currently 60 days strong on Duolingo for learning French so keep at it ! You will surprise yourself with how far you’ll go and your mom will appreciate it too.",Low
"With me, I fell very grateful beacause your video of you. This video helps me can focus on my study, I also feel very chill. Thank you so much - Who create this nice video. Love! I believe you will have a succesful life. Love from VietNam ><",Low
These views are fascinating. Your country is very state-of-the-art,Low
I just want to thank you zeliha. Your videos helped me a lot for which I can't thank you enough,Low
How to beat procrastination when studying for an exam?,Medium
Im flopping every exam,Medium
"I've been there before. Feeling very down all of a sudden and crying literally for nothing at all. And the negative thoughts just come up to my mind over and over again. I find myself losing interests in things that I used to enjoy. Even worse, I feel hopeless about my future and I've been trying my best to survive. Until right now, I cannot say that I'm fully recovered from depression and my childhood trauma, but one thing that I know for sure is that, there is always somebody who cares about you and love you no matter what happens. Your friends love you and your family loves you. Please don't give up on yourself. You're loved and you're worthy. We all got this!!",High
"Breakdowns are some of the most debilitating things I've ever experienced. They made me feel incredibly vulnerable, even though I was alone.
After moving away from family, I had breakdowns every day for weeks (and it wasn't because I missed them). I had no idea why, but as this video states, I went looking for the truth, and I went to a psychologist. 
6 sessions is all it took for me to realise that I had immense amounts of trauma bottled up from living with my family, and now that I had moved away, my body was cleansing itself. I haven't had a breakdown since.",High
"Same here. My burnout is from having to do four people's work alone for weeks on end, an non-existent boss, a toxic coworker and bad payment. If I could find a better job I would leave.",High
"This video sparks bright hope for me especially since I live with threats as a consequence of my work. Thank you so much! I feel I must either learn to self regulate better or quit the work I love because I don't want to live the rest of my life with my current stress level. I'll listen to this video whenever I need, and also check out the work you mentioned, of Eric Gentry on relaxed vigilance.",Medium
"I have my gsce's in less than two weeks, i used to struggle with focusing but you have helped me overcome and ive finally watched all of your videos- thank you so much!",Low
Wonderful scenery. I bet it's Sequence Miyashita Park hotel near Meiji shrine. Hope to visit there someday.,Low
100% accurate. We are not alone for sure. I have never met anyone who hasn't experienced anxiety for various reasons. I can remember having anxiety as far as my early childhood.,High
"For years, I thought panic attacks were kinda like epileptic attacks, not knowing I already had countless.",High
"Stress about school, finances, future, and worrying about failing, presentations, relationships, and friendships.",Medium
"what works for me (at least to weaken the symptoms): listening to music, but not only that: also singing, and just singing the s**t out of me, if possible songs that are sang from the chest (because of the ""chest pain"" associated with anxiety): f.ex. Lewis Capaldi or Demi Lovato. Also concentrating on something, such as melodies and lyrics, keeps your other burdening thoughts away. i also have a spotify playlist with songs i know and i can sing them passionately :D",High
thank you so much for your videos :) I am lacking motivation currently though I have limited time to finish my work for university. thanks to your videos I can accomplish and I really appreciate the aesthetic!,Low
I really like this. I have listened to a lot of people talk about stress but what you say makes sense.,Medium
I want to die but at the same time no because i need to reach my goals and fulfill my dreams in life. I really want to enjoy my teenage years but i don't know how to start because i know that everyone will always judge you behind your back.,High
"I had a mental breakdown from years of stress and abuse, untreated anxiety and depression and then immigrating to a new country. I think breakdowns are often caused by prolonged, severe or multiple sources of stress. The breakdown lasted 2  years until I was finally able to get help (medication and counseling) 
The breakdown totally changed me..I didn't recognize myself..I would get extreme rage,  frequent mood swings, severe depression, crippling anxiety, I'd cry every day, (often all day) etc 
My new husband stood by me even though I was unbearable to live with. I would rage at him, slam doors, say awful things to him, have extreme frequent mood swings like a roller coaster, get anxious and paranoid over minor things...every day was HELL. When you can't take anymore stress, and/or an underlying mental health disorder becomes too much, you break.
I'm not the same person I was before the breakdown. My mind doesn't function properly. I have difficulty concentrating (and speaking at times).
I've lost my bubbly carefree nature. I used to be an extrovert, now I often wish to be alone, and people irritate me. But, I'm grateful for the people who held my head above water and told me 'it WILL get better, hang in there'",High
It's my exam today haven't prepared anything,Medium
"I've been depressed for a long time more than 8 years up and down but the last year has been really difficult I've always thought of leaving this world but I don't and I won't do it on my own because I believe in God and God forbid us to take our lives ,thanks God for this but I'm really thinking about suicide a lot these days ,I don't do it but even thinking about it makes more sad ,people who are depressed can look fine to you but it's killing inside .",High
"I randomly get what I think are panic attacks. I'm pregnant and never had them before. But am  29 weeks and just had it for the 4 of 5 time. So today,  for example, i was at the doctors and was just sitting there listening to her. Felt fine and normal. Then all of a sudden my heartbeat seemed to speed up,  my eyesight got kind of dark like i was going to pass out, felt like i was going to vomit, sweating even though i was fine just a moment before, and a pressure or pounding in my ears. Things seem to pass in slow motion. This one lasted only about 3 minutes since i knew what to do. Breath deeply, drink water, stay seated and wait for it to pass. Had my sugar and blood pressure taken within minutes and all seemed normal and fine. Baby's heartbeat was fine, too. No idea why i get them. Do you think it could be a panic attack ?",High
"I have MDD, but even I feel that way sometimes. Your brain tries to normalize it and manipulate you into thinking your being ridiculous, just don’t listen. You are allowed to identify with it because you feel depressed, just not to the extent of people with MDD. Just because you feel less depressed than me doesn’t mean you aren’t allowed to have depression. You’re feelings are real, and you definitely don’t seem like the attention-seeking type.",High
P.s. I constantly think I’m having a stroke due to numbness in my body during the panic attack :(,High
"I'm going to read an article for my systems biology class today. I really like your study with me videos, but I wish there was more 50/10 pomodoro videos. I usually prefer them since I can focus better. That's it have a nice day :)",Low
Thank you for your kind words I hope you’ll have a lovely day ~~,Low
thanks a lot I'll make it,Low
2256 Im trying to learn the healthy skills to talk about issues. Its rough when your circumstances lead you to being stuck in the hell youre born into for a lot of peoples lives where their families are their first and probably worst bullies.,Medium
So simple and so wrong. You're forgetting all the people that have real anxiety because of extended trauma. But your words sound so well to people that know nothing about trauma. Ignorance is blizz.,High
We should have been teached this in med school! Tks for sharing your amazing knowledge in such an easy way.,Medium
AsapSCIENCE failed it because of that,Medium
"Here for a few hours while outlining a short screenplay. Thanks, Abao. Have a great study/work session everyone.",Low
SAME EXACT THING FOR MEEE i have a strict asian mom and im supposed to get all As freshman year but i have 79 in english and ive been lying to my mom about getting all As and todays the end if the quarter and my grades are getting maileddd IM GONNA DIE IM SO STRESSED OUTTT,Medium
With that view I could spend countless hours enjoying my study is so nice.,Low
"Thank you so much, I needed to hear this today. Sometimes, going through a mental breakdown is the wake up call you need to change your life, and get it back on track.",High
I don’t want to die I just don’t want to feel like this anymore,High
My pleasure and thank you for watching ~,Low
Thank you so much I’m glad to hear that my video has motivated you to do something you’ve wanted to do for a while I hope you’ll have wonderful mornings ahead and that you’ll be able to do what you want in those hours,Low
"Thanks for letting me know, and I’m really sorry about the ad placement! This video isn’t monetized, so the ads are automatically placed by YouTube, and I don’t have control over their positioning. For my newer videos, I’ve made sure the ads only show up during the breaks. I hope you’ll check them out and enjoy a smoother experience!",Low
the view is verry nice,Low
"Thank you for making the video and making it available for everyone. Very practical one for this timeline. Apart from the 3 accessible options thats drives us from down the negative paths even when we are dealing with ourselvesfeelings, the people around us themselves are stuck in the bubble themselves and then demoralize us no need to work hard everything is gonna be fine, etc. It gets complicated with the generation gap and overload information in social media.",Medium
Watching this video made me stress,Medium
"HI Abao , these vids are really helpful for me and i am now able to more than i used to before , Thanks a lot",Low
i am from turkey. i saw your video on my youtube fyp. thank you so much. i love study with you <3,Low
"Me! Lol, abaos's songs is so perfect for study science",Low
I have my exam in an hour,Medium
"@Banana-iy4zv  Do you feel tired? Depressed? Perhaps suicidal. If so you are not alone(Hundreds of Millions suffer worldwide) ; God is standing right next to you waiting for you to ask for help. Give Jesus a chance and watch your life flip for the better and you will be set free.
Matthew 11: . 28Come to Me, all you who labor and are heavy laden, and I will give you rest. 29Take My yoke upon you and learn from Me, for I am [f]gentle and lowly in heart, and you will find rest for your souls. 30For My yoke is easy and My burden is light.”",High
"byeteaching ok a little second part to my first reply. I've been reading some of the other replies, and honestly it feels good to know that I'm not alone with struggling with all this school and stress. But i just want to say school isn't the only thing that's stressful, so while it is commonly said that freshman year is the easiest year of high school, school isn't the only thing that makes life stressful. So like a third grader could be really stressed about something nonschool related and to them it could add up to the amount of stress say an eight grader feels, that's all . i think that's the case for me, its not just school stressing me out, its all the stuff happening outside of school PLUS school that makes this month in particular so stressful",Medium
"2 week of school and it's terrible. I have so much assignments I have to do but I'm so overwhelmed. I barely eat or sleep because of school, and now my parents expect me to meet there expectations perfectly. It's so stressing they don't even know I'm trying my hardest right now but it's hard when you're emotionally physically exhausted and unmotivated to do things. I'm close to giving up, I'm so tired of my parents yelling at me for not doing the tiniest stuff. I don't know how to cope, I just need a break",Medium
"Its happening to me too Im having a lot of tension. Nothing feels good anymore. My heartbeat is always fast, and I have chest pain along with back and shoulder pain. It constantly feels like Im about to have a heart attack. These thoughts keep running through my mind all the time. Ive tried everything, but the tension doesnt go away. I dont know what to do or who to talk to. I just wish someone would listen to me with care I cant get rid of this stress thats been eating me up. Now, because of the chest pain, it feels like Im going to have a heart attack. My left arm hurts almost every day, somewhere or the other.I dont understand whats happening or what to do.I had quit smoking more than a year ago, but now Ive started again because of this tension. Theres no one to help me.",Medium
"hello! I'm a new subscriber and I love your content! It motivated me to start my own vlog. Also, I'm not seeing any comments about cove and I would like to say that I really needed an app like it! When does it launch and it's only for iPhone?? Thank you!!",Low
Thanks brother.,Low
"I’ve watched this video about 20 times every time I journal, and damn, I journal for 2-3h every time, thanks Abao, you really help me to get and stay in flow",Low
"Very often, hormones or acidity can trigger anxiety so being well hydrated, having plenty of fiber and taking some bicarb when you feel anxiety creeping up can all help a lot.",High
"Dear Andrew, Please make more videos about STRESS. I'm really devastated just because of my stressful situation, I couldn't pass my IELTS exam for the second time, even I ate different kinds of medications, but I can't focus and I think I loose my shortterm memory all due to my stressful",Medium
I have exam in two hours why am I here?,Medium
I am reading a book about geography. Thank you for sharing. It is very convenient and practical. It also makes me more focused on the book if I don't like reading books.,Low
